active,brand,category,intent,question_examples,answer,priority,source_id,updated_at,audience,answer_mode,risk_level,learning_tags,profile_slots,escalation_policy
True,ZeO,product,zeo_detergent_technology,Bột giặt ZeO dùng công nghệ gì?;Enzyme Thụy Điển có trong sản phẩm nào?;Bột giặt ZeO giặt nước lạnh có sạch không?;bot giat zeo dung cong nghe gi;enzyme thuy dien,"Bột giặt ZeO sử dụng công nghệ chủ lực Enzyme Thụy Điển – giúp tẩy sạch sâu các vết bẩn cứng đầu (dầu mỡ, bùn đất, mồ hôi) ngay cả khi giặt trong nước lạnh.",90,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|zeo_detergent|technology,,
True,ZeO,product,zeo_detergent_certification,Bột giặt ZeO có chứng nhận gì?;ZeO đã được Viện Pasteur chứng nhận chưa?;Bột giặt ZeO có diệt khuẩn không?;chung nhan bot giat zeo;zeo diet khuan pasteur,Bột giặt ZeO được chứng nhận bởi Viện Pasteur Việt Nam và phòng thí nghiệm tại Singapore về khả năng diệt khuẩn gây hại.,85,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|zeo_detergent|certification,,
True,ZeO,product,zeo_detergent_fragrance,Bột giặt ZeO có thơm lâu không?;ZeO dùng hương thơm gì?;Hương nước hoa của bột giặt ZeO thế nào?;Bột giặt ZeO có những mùi nào?;bot giat zeo co nhung mui gi;mui huong bot giat zeo,"Bột giặt ZeO có các dòng: Nha Đam, Bọt Biển và Nước Hoa. Sản phẩm sử dụng hương nước hoa cao cấp, lưu giữ lâu theo từng chuyển động – tạo sự tự tin và thoải mái suốt cả ngày.",85,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|zeo_detergent|fragrance,,
True,ZeO,product,zeo_detergent_usp,Điểm nổi bật nhất của bột giặt ZeO là gì?;USP của bột giặt ZeO là gì?;Bột giặt ZeO có gì khác biệt so với đối thủ?;usp bot giat zeo;diem manh bot giat zeo,"USP chính của Bột giặt ZeO: Là bột giặt Việt Nam đầu tiên ứng dụng đồng thời Enzyme Thụy Điển + Diệt khuẩn Viện Pasteur chứng nhận + Hương nước hoa cao cấp lưu giữ lâu. Thiết kế bao bì đơn giản, sang trọng và khác biệt.",95,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|zeo_detergent|usp,,
True,Oplus,product,oplus_detergent_ion_technology,Bột giặt Oplus dùng công nghệ gì?;Công nghệ ION có tác dụng gì?;Oplus có giúp quần áo trắng sáng không?;bot giat oplus dung cong nghe gi;cong nghe ion oplus,Bột giặt Oplus sử dụng công nghệ ION tẩy trắng tối ưu – giúp quần áo trắng sáng đều màu và giảm phai màu hiệu quả.,85,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|oplus_detergent|technology,,
True,Oplus,product,oplus_detergent_features,Bột giặt Oplus có thơm lâu không?;Oplus có hòa tan nhanh không?;Bột giặt Oplus dùng cho giặt tay hay giặt máy?;Oplus có dịu nhẹ da tay không?;bot giat oplus co hai da tay khong,"Bột giặt Oplus sử dụng hương nước hoa Châu Âu lưu hương dịu nhẹ nhưng bền lâu cả ngày; công thức hòa tan nhanh giúp tiết kiệm nước và thời gian (hiệu quả cho cả giặt tay lẫn giặt máy); đồng thời công thức chuyên biệt rất dịu nhẹ với da tay, phù hợp cả người có làn da nhạy cảm.",85,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|oplus_detergent|features,,
True,Oplus,product,oplus_detergent_usp,USP của bột giặt Oplus là gì?;Oplus có bốn lợi ích nào?;Vì sao bột giặt Oplus tiết kiệm?;usp bot giat oplus;diem manh bot giat oplus,"USP chính của Bột giặt Oplus là: “Sạch sâu, thơm lâu, dịu nhẹ, tiết kiệm” – 4 lợi ích trong 1 sản phẩm với giá thành hợp lý và tiết kiệm nhất trên thị trường hiện tại.",90,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|oplus_detergent|usp,,
True,Oplus,product,oplus_fabric_softener_unverified,Có nước xả vải Oplus không?;Oplus có nước xả không?;Có nước xả vải oplus k;nuoc xa vai oplus co khong;oplus co nuoc xa vai ko,Dạ hiện dữ liệu thương hiệu chưa có thông tin về nước xả vải Oplus. Bên mình hiện có Bột giặt Oplus công nghệ ION và Nước rửa chén Oplus. Admin sẽ kiểm tra thêm nếu bạn cần thông tin các dòng sản phẩm khác nha.,65,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|oplus_unverified,,
True,PANO,product,pano_laundry_positioning,PANO là thương hiệu như thế nào?;Nước giặt PANO thuộc phân khúc nào?;Thông điệp thương hiệu của PANO là gì?;Slogan của PANO là gì?;dinh vi thuong hieu pano,"PANO là thương hiệu con định vị ở phân khúc trẻ trung, hiện đại, thiên về cảm xúc. Slogan “NÂNG NIU CẢM XÚC” thể hiện triết lý sản phẩm không chỉ làm sạch mà còn mang lại cảm giác dễ chịu, tươi mới sau mỗi lần giặt.",85,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|pano_positioning,,
True,PANO,product,pano_laundry_fragrance_options,PANO có những mùi hương nào?;Nước giặt PANO có mấy màu?;Có thể chọn hương nước giặt PANO theo sở thích không?;nuoc giat pano co nhung mui nao;pano co may mau,"Bột giặt và nước giặt PANO có đa dạng tùy chọn hương thơm nhận diện theo các màu: Đỏ, Xanh, Hồng, Cam và Tím – phù hợp sở thích của từng gia đình.",85,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|pano_fragrance,,
True,PANO,product,pano_veilex_odor_control,Công nghệ VEILEX có tác dụng gì?;PANO có khử mùi quần áo thể thao không?;Nước giặt PANO có khử mùi hôi tốt không?;cong nghe veilex la gi;veilex khu mui do the thao,"PANO ứng dụng công nghệ khử mùi VEILEX – giúp loại bỏ hoàn toàn mùi hôi khó chịu, đặc biệt hiệu quả với vải đồ thể thao và đồ dùng của trẻ em.",85,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|pano_veilex,,
True,PANO,product,pano_laundry_packaging_and_segment,Nước giặt PANO có dạng túi hay can?;PANO thuộc phân khúc giá nào?;PANO có bao bì gì?;quy cach dong goi nuoc giat pano;pano tui hay can,PANO được thiết kế cho người tiêu dùng phân khúc phổ thông đến trung cấp với mức giá tốt và chất lượng ổn định. Sản phẩm có cả dạng túi và dạng can tiện lợi cho nhiều nhu cầu sử dụng.,80,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|pano_packaging,,
True,PANO,product,pano_laundry_usp,USP của nước giặt PANO là gì?;Điểm nổi bật của PANO là gì?;Vì sao gọi PANO là nước giặt cảm xúc?;usp nuoc giat pano;diem manh nuoc giat pano,"USP chính của PANO là: “PANO – Nước giặt cảm xúc: Thơm đúng mood, sạch đúng cách, giá đúng tầm”.",90,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|pano_usp,,
True,PANO,product,pano_product_type,PANO có sản phẩm gì?;Sản phẩm của PANO gồm những gì?;PANO có nước lau sàn không?;PANO bán những gì?;pano co nuoc lau san khong;pano co san pham gi;PANO có nước giặt không?;Thương hiệu PANO có gì?,"Dạ, PANO là thương hiệu thuộc Công ty Cổ phần Phân bón và Hóa chất Cần Thơ (hệ PANO | ZeO | Oplus). Các sản phẩm mang nhãn PANO gồm có: Bột giặt & Nước giặt PANO (nhiều màu hương, khử mùi VEILEX), Nước rửa chén PANO (Chanh và Vitamin E), Xịt tẩy đa năng PANO và Nước lau sàn PANO (hương Hoa Hạ và các hương khác). Bạn muốn tư vấn về sản phẩm nào để mình hỗ trợ cụ thể hơn ạ?",85,zeo_hotfix_floor_cleaner_v1,2026-08-24,customer,direct,low,product|pano_overview,,
True,ZeO,product,zeo_zif_dishwashing_liquid,Nước rửa chén ZeO có thành phần gì?;ZIF rửa chén có dùng chanh tự nhiên không?;Nước rửa chén ZeO có đậm đặc không?;ZeO rửa chén có khử mùi thức ăn không?;USP của nước rửa chén ZIF ZeO là gì?;Nước rửa chén ZeO có diệt khuẩn không?;nuoc rua chen zeo co tot khong;zif rua chen,"ZIF Rửa Chén và ZeO Rửa Chén sử dụng 100% nước cốt chanh tự nhiên, ứng dụng công nghệ diệt khuẩn gây hại đường tiêu hóa có chứng nhận, công thức đậm đặc gấp 2 lần giúp tiết kiệm hơn và loại bỏ hoàn toàn mùi thức ăn bám sau khi rửa.",90,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|zeo_dishwashing,,
True,PANO,product,pano_dishwashing_lemon_and_vitamin_e,Nước rửa chén PANO có những loại nào?;PANO rửa chén có mấy loại?;Nước rửa chén PANO Vitamin E có tác dụng gì?;PANO rửa chén chanh thế nào?;PANO có nước rửa chén không?;pano co nuoc rua chen khong;nuoc rua bat pano;pano rua chen vitamin e;quy cach nuoc rua chen pano,"Dạ nước rửa chén PANO hiện có 2 dòng: 1. PANO Rửa Chén Chanh (hương chanh tươi mát, khử mùi hiệu quả, công thức nhẹ nhàng cho da tay, quy cách từ 200g đến 3.8kg phù hợp hộ gia đình đến nhà hàng); 2. PANO Rửa Chén Vitamin E (bổ sung Vitamin E giúp dưỡng ẩm và bảo vệ da tay khi rửa, với USP: Rửa sạch + Dưỡng da – 2 tác dụng trong 1 sản phẩm).",90,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|pano_dishwashing|vitamin_e,,
True,Oplus,product,oplus_dishwashing_liquid,Nước rửa chén Oplus có tốt không?;Oplus có nước rửa chén không?;Nước rửa bát Oplus thế nào?;Quy cách nước rửa chén Oplus;nuoc rua chen oplus;nuoc rua bat oplus co khong;oplus rua chen can 9kg,"Dạ Nước rửa chén Oplus có công thức dịu nhẹ, không gây khô da, hương thơm nhẹ nhàng, bọt phong phú. Sản phẩm có đa dạng quy cách từ gói dùng thử 200g đến can lớn 9kg (tiết kiệm cho nhà hàng và gia đình đông người).",85,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|oplus_dishwashing,,
True,ZeO,product,zeo_javen_bleach,Nước tẩy Javen ZeO có tác dụng gì?;ZeO có nước Javen không?;Javen ZeO tẩy trắng thế nào?;Thuốc tẩy ZeO có tốt không?;tay javen zeo;co nuoc javen khong;thuoc tay javen zeo;nuoc tay trang javen,"Dạ Nước tẩy Javen ZeO có công thức tẩy và diệt khuẩn đặc biệt, đậm đặc hơn các loại nước tẩy thông thường, giúp tẩy trắng nhanh và khử vết bẩn cứng đầu hiệu quả.",85,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|zeo_javen,,
True,ZeO,product,zeo_toilet_cleaner,Tẩy Toilet ZeO có diệt khuẩn không?;Nước tẩy bồn cầu ZeO có khử mùi không?;ZeO Toilet có phá được cặn vôi không?;Tẩy Toilet ZeO có làm hỏng ống nước không?;Có bị nồng nặc mùi hôi như mấy loại tẩy con vịt ko?;tay con vit;mui tay toilet;tay toilet co nong khong;tay bon cau co nong mui khong;co hac mui khong;tay toilet zeo;nuoc tay bon cau zeo,"Dạ Nước tẩy toilet ZeO sử dụng hương trái cây thơm mát tự nhiên, hoàn toàn không nồng nặc hay khó thở như các loại tẩy bồn cầu thông thường. Sản phẩm có khả năng diệt khuẩn 99.9%, khử mùi triệt để, phá tan cặn vôi và các vết ố vàng mà vẫn tuyệt đối an toàn cho men sứ và hệ thống ống nước nha bạn! 💙",85,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|zeo_toilet,,
True,ZeO,faq,cleaning_usage_instruction,Cách dùng sao shop?;Hướng dẫn sử dụng;Cách sử dụng nước tẩy toilet;Dùng thế nào shop?;Cách tẩy bồn cầu;cach dung sao shop;huong dan su dung;cach dung nuoc tay toilet;dung the nao shop,"Dạ cách sử dụng Nước tẩy toilet ZeO rất đơn giản: 1. Xịt trực tiếp dung dịch vào viền bồn cầu và các vị trí bám cặn vôi, ố vàng; 2. Để ngâm từ 5–10 phút để hoạt chất tự động phân rã mảng bám; 3. Dùng chổi cọ chà nhẹ rồi xả nước sạch là bồn cầu sẽ sáng bóng, sạch khuẩn và thơm mát hương trái cây nha! 💙",90,zeo_brand_bible_docx_v1,2026-08-18 00:00:00,customer,direct,low,faq|usage|cleaning,,
True,ZeO,product,zeo_color_bleach,Tẩy Màu ZeO dùng để làm gì?;Quần áo trắng bị ố vàng dùng sản phẩm nào?;Tẩy Màu ZeO có làm hỏng vải không?;tay mau zeo;nuoc tay quan ao mau zeo,"Tẩy Màu ZeO được dùng để phục hồi màu sắc cho quần áo trắng bị ố vàng và an toàn, không làm hỏng chất liệu vải.",85,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|zeo_color_bleach,,
True,ZeO,product,zeo_glass_cleaner,Lau Kính ZeO dùng cho bề mặt nào?;Nước lau kính ZeO có để lại vệt không?;ZeO lau kính có dùng cho màn hình được không?;lau kinh zeo;nuoc lau kinh zeo,"Lau Kính ZeO giúp làm sạch nhanh bề mặt kính và gương, không để lại vệt ố hoặc bụi bám, phù hợp cho kính cửa, gương trang điểm và màn hình.",85,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|zeo_glass,,
True,PANO,product,pano_multipurpose_cleaner,Xịt tẩy đa năng PANO dùng cho đâu?;PANO đa năng có cần chà nhiều không?;Một chai xịt đa năng PANO thay thế được những gì?;xit tay da nang pano;pano da nang,"Xịt Tẩy Đa Năng PANO nổi bật với tính năng “xịt là sạch”, không cần chà nhiều lần. Sản phẩm phù hợp cho đa bề mặt: bếp, lavabo, gạch, bồn tắm với USP: 1 chai thay thế nhiều loại hóa chất tẩy rửa.",85,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|pano_multipurpose,,
True,ZeO/PANO/Oplus,sales,brand_key_selling_points,Điểm bán hàng cốt lõi của thương hiệu là gì?;Vì sao khách hàng nên chọn PANO ZeO Oplus?;Ưu điểm vượt trội của sản phẩm là gì?;key selling points zeo;diem ban hang cot loi,"Những điểm bán hàng cốt lõi (USP) của thương hiệu gồm: 1. Thương hiệu Việt hơn 45 năm uy tín (thành lập 1977); 2. Sản xuất tại Việt Nam với giá thành hợp lý; 3. Công nghệ ngoại nhập tiên tiến (Enzyme Thụy Điển, ION, VEILEX); 4. Chứng nhận khoa học uy tín (Viện Pasteur, ISO 9001, PTN Singapore); 5. Đa dạng phân khúc từ phổ thông (PANO), trung cấp (ZeO) đến Oplus; 6. An toàn gia đình (hương thơm tự nhiên, không hương hóa học hay phẩm màu); 7. Quy cách đa dạng từ 20g đến can 9kg; 8. Khuyến mãi hấp dẫn luôn có quà tặng kèm.",90,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,sales|ksp|brand_usp,,
True,ZeO/PANO/Oplus,sales,product_recommendation_by_need,Nên tư vấn sản phẩm theo nhu cầu khách thế nào?;Khách da nhạy cảm nên nhấn mạnh điều gì?;Khách muốn tiết kiệm nên tư vấn điểm nào?;Khách có trẻ nhỏ nên giới thiệu ra sao?;Làm sao kết nối USP với nhu cầu khách hàng?,"Khi tư vấn, luôn kết nối USP với nhu cầu cụ thể: Khách có da nhạy cảm → nhấn mạnh công thức dịu nhẹ (Bột giặt Oplus, PANO Vitamin E); Khách quan tâm tiết kiệm → nhấn mạnh công thức đậm đặc gấp 2 lần (Nước rửa chén ZeO/ZIF, Nước lau sàn ZeO/Oplus); Khách có trẻ nhỏ / quan tâm an toàn → nhấn mạnh thành phần tự nhiên, an toàn không hóa chất gây hại.",85,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,agent,direct,low,sales|consultation_guide,,
True,ZeO,product,zeo_product_catalog_overview,ZeO có những sản phẩm gì?;ZeO bán những gì?;Danh mục sản phẩm ZeO;Cho mình xem các sản phẩm ZeO;Giới thiệu sản phẩm ZeO;ZeO có những mặt hàng nào?;Shop bán những loại nào?;Có những dòng sản phẩm nào?;Các sản phẩm của ZeO gồm những gì?;ZeO có sản phẩm gì?;Hiện tại ZeO có dòng sản phẩm nào vậy;Hiện tại ZeO có dòng sp nào vậy;Zeo có dòng sp nào;ZeO có những dòng sản phẩm nào;ZeO có những sp nào;Shop có dòng sp nào;hien tai zeo co dong sp nao vay;zeo co dong sp nao;zeo co nhung sp nao;shop co dong sp nao;Tôi muốn xem sản phẩm ZeO;Muốn xem các dòng sản phẩm;Cho mình xem danh mục sản phẩm;Tìm hiểu sản phẩm bên mình;Thông tin các nhóm sản phẩm ZeO;toi muon xem san pham zeo;muon xem cac dong san pham;tim hieu san pham ben minh,"Dạ ZeO Vietnam có 4 nhóm sản phẩm chăm sóc gia đình chính: 1. Giặt giũ (Bột giặt ZeO Enzyme Thụy Điển, Bột giặt Oplus ION, Bột giặt & Nước giặt PANO VEILEX); 2. Rửa chén (Nước rửa chén ZeO/ZIF 100% cốt chanh đậm đặc 2X, PANO Chanh, PANO Vitamin E dưỡng da, Oplus 200g–9kg); 3. Lau sàn (Nước lau sàn ZeO và Oplus đậm đặc gấp 2 lần, 5 hương thơm tự nhiên); 4. Tẩy rửa vệ sinh (Javen ZeO, Tẩy Toilet diệt khuẩn 99.9%, Tẩy màu, Lau kính & Xịt tẩy đa năng PANO). Bạn đang quan tâm nhóm sản phẩm nào để mình gửi thông tin chi tiết nha! 💙",100,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|catalog_overview,,
True,ZeO,sales,zeo_promotions_and_deals,Có đang sale không?;Có khuyến mãi gì không?;Có voucher giảm giá không?;Ưu đãi hiện tại là gì?;Có mã giảm giá không?;Shop đang có chương trình gì hot không?;Sale Shopee có gì không?;Sản phẩm nào đang sale;Đang giảm giá món nào;co khuyen mai gi khong;co giam gia khong,Dạ các sản phẩm thuộc hệ ZeO | PANO | Oplus luôn có những chương trình khuyến mãi và quà tặng kèm hấp dẫn khi mua hàng. Bạn có thể cập nhật các chương trình ưu đãi mới nhất tại website chính thức https://zeo.vn/ hoặc nhắn tên sản phẩm bạn quan tâm để bên mình báo ưu đãi hiện hành nhé!,95,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,sales|promotions|deals,,
True,ZeO,sales,zeo_price_inquiry_general,Giá bao nhiêu?;Cho xin bảng giá;Nước giặt giá bao nhiêu?;Nước rửa chén bao nhiêu tiền?;Bảng giá sản phẩm ZeO;Giá bán lẻ thế nào?;Nước lau sàn giá bao nhiêu;gia bao nhieu;xin bang gia;gia san pham zeo;gia bot giat,"Dạ các dòng sản phẩm ZeO, PANO và Oplus có phân khúc giá rất hợp lý và đa dạng quy cách (từ gói dùng thử 200g đến can 3.8kg - 9kg). Bạn nhắn giúp mình tên sản phẩm hoặc nhóm sản phẩm cụ thể để bên mình báo giá chính xác kèm ưu đãi tốt nhất nha!",95,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,sales|price_inquiry,,
True,ZeO,shipping,shipping_time_and_fee,Phí ship bao nhiêu?;Giao hàng mấy ngày?;Bao lâu nhận được hàng?;Có freeship không?;Phí vận chuyển bao nhiêu tiền?;Ship về tỉnh mất bao lâu?;phi ship the nao;bao lau thi nhan duoc hang,"Dạ thời gian giao hàng thường từ 2–5 ngày làm việc tùy khu vực tỉnh thành. Phí ship được tính theo biểu phí của các đơn vị đối tác như GHTK, J&T. Lưu ý ZeO giao hàng toàn quốc nhưng hiện không áp dụng hình thức ship COD nha bạn.",90,zeo_auto_reply_docx_v1,2026-08-17 00:00:00,customer,direct,low,shipping|fee_time,,
True,ZeO/PANO/Oplus,product,zeo_laundry_product_overview,Về giặt giũ có sản phẩm nào không?;Nhóm giặt giũ có những sản phẩm nào?;Shop có sản phẩm giặt quần áo nào?;Có nước giặt hoặc bột giặt không?;Bên mình có đồ giặt giũ gì?;Sản phẩm giặt giũ gồm những loại nào?;giat giu co san pham nao ko;nhom giat giu co nhung gi;co nuoc giat bot giat khong;shop co do giat quan ao nao k;Tôi muốn xem về giặt giũ;Muốn xem nước giặt bột giặt;Cho mình xem dòng giặt giũ;Tìm hiểu sản phẩm giặt giũ;Tư vấn bột giặt nước giặt;toi muon xem ve giat giu;muon xem nuoc giat bot giat;tim hieu san pham giat giu,"Dạ nhóm giặt giũ hiện có: 1. Bột giặt ZeO (công nghệ Enzyme Thụy Điển + Diệt khuẩn Viện Pasteur); 2. Bột giặt Oplus (công nghệ ION hòa tan nhanh, 4 trong 1 dịu nhẹ tiết kiệm); 3. Bột giặt & Nước giặt PANO (công nghệ khử mùi VEILEX với các hương Đỏ, Xanh, Hồng, Cam, Tím). Bạn muốn mình tư vấn theo nhu cầu sạch sâu, thơm lâu hay dịu nhẹ tiết kiệm ạ?",95,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|laundry_overview,,
True,ZeO/PANO/Oplus,product,zeo_dishwashing_product_overview,Về rửa chén có sản phẩm nào không?;Nhóm rửa chén gồm những gì?;Shop có nước rửa chén nào?;Có nước rửa bát không?;Nước rửa chén ZeO có những loại nào?;rua chen co san pham nao ko;nuoc rua chen co loai nao;co nuoc rua bat khong;Tôi muốn xem về nước rửa chén;Muốn xem nước rửa chén;Cho mình xem dòng nước rửa chén;Tìm hiểu nước rửa chén bên mình;Tư vấn nước rửa chén giúp mình;Thông tin về nước rửa chén;toi muon xem ve nuoc rua chen;muon xem nuoc rua chen;tim hieu nuoc rua chen;tu van nuoc rua chen,"Dạ nhóm rửa chén hiện có: 1. Nước rửa chén ZeO / ZIF (100% cốt chanh tự nhiên, đậm đặc gấp 2 lần, diệt khuẩn đường tiêu hóa); 2. PANO Rửa Chén Chanh (hương chanh tươi mát, dịu nhẹ da tay); 3. PANO Rửa Chén Vitamin E (bổ sung Vitamin E dưỡng ẩm, bảo vệ da tay); 4. Oplus Rửa Chén (dịu nhẹ, từ 200g đến can 9kg). Bạn đang tìm loại dùng hằng ngày, khử mùi tanh hay dịu tay dưỡng ẩm hơn ạ?",95,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|dishwashing_overview,,
True,ZeO/PANO/Oplus,product,zeo_floor_cleaner_product_overview,Về lau sàn có sản phẩm nào không?;Shop có nước lau sàn không?;Nước lau sàn có những mùi nào?;Lau sàn ZeO có loại nào?;Có nước lau nhà không?;lau san co san pham nao ko;nuoc lau san co mui nao;co nuoc lau nha khong;nuoc lau san zeo;lau san oplus;Tôi muốn xem về nước lau sàn;Muốn xem nước lau nhà;Cho mình xem dòng lau sàn;Tìm hiểu nước lau sàn bên mình;Tư vấn nước lau sàn giúp mình;toi muon xem ve nuoc lau san;muon xem nuoc lau nha;tim hieu nuoc lau san,"Dạ nhóm lau sàn hiện có Nước lau sàn ZeO, Nước lau sàn PANO và Nước lau sàn Oplus với công thức đậm đặc gấp 2 lần giúp tiết kiệm hóa chất, không hại da chân. Sản phẩm có 5 hương thơm tự nhiên: Y Lang, Bạc Hà, Sả Chanh, Hoa Hạ và Baby (không dùng hương hóa học, không chất tạo màu). Bạn thích mùi hương nào hoặc muốn xem sản phẩm nào để mình tư vấn tiếp nha?",95,zeo_hotfix_floor_cleaner_v1,2026-08-24,customer,direct,low,product|floor_cleaner_overview,,
True,ZeO/PANO/Oplus,product,zeo_cleaning_hygiene_product_overview,Về tẩy rửa vệ sinh có sản phẩm nào?;Nhóm tẩy rửa vệ sinh gồm những gì?;Shop có javen tẩy toilet lau kính không?;Có sản phẩm tẩy nhà tắm không?;Có xịt tẩy đa năng không?;tay rua ve sinh co san pham nao;co javen tay toilet lau kinh khong;xit tay da nang co khong;Tôi muốn xem về tẩy rửa vệ sinh;Muốn xem sản phẩm tẩy rửa;Cho mình xem javen toilet lau kính;Tìm hiểu xịt tẩy đa năng;Tư vấn sản phẩm vệ sinh nhà tắm;toi muon xem ve tay rua ve sinh;muon xem san pham tay rua;tim hieu xit tay da nang,"Dạ nhóm tẩy rửa vệ sinh hiện có: 1. Nước tẩy Javen ZeO (đậm đặc hơn thông thường, tẩy trắng nhanh); 2. Tẩy Toilet ZeO (diệt khuẩn 99.9%, khử mùi, phá tan cặn vôi/ố vàng); 3. Tẩy Màu ZeO (phục hồi áo trắng); 4. Lau Kính ZeO (sạch nhanh, không để lại vệt); 5. Xịt Tẩy Đa Năng PANO (xịt là sạch bếp, lavabo, gạch, bồn tắm). Bạn đang cần xử lý khu vực hay vết bẩn nào ạ?",95,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|cleaning_hygiene_overview,,
True,ZeO/PANO/Oplus,product,zeo_laundry_brand_differences,ZeO PANO Oplus giặt giũ khác nhau thế nào?;Nên chọn nước giặt ZeO PANO hay Oplus?;Bột giặt ZeO PANO Oplus khác gì nhau?;So sánh sản phẩm giặt giũ ZeO PANO Oplus;Loại giặt giũ nào phù hợp với nhà mình?;zeo pano oplus giat giu khac nhau sao;nen chon zeo pano hay oplus;bot giat nuoc giat loai nao phu hop,"Dạ sự khác biệt trong nhóm giặt giũ: ZeO là Bột giặt ứng dụng Enzyme Thụy Điển + Diệt khuẩn Viện Pasteur chứng nhận và hương nước hoa lưu giữ lâu; Oplus là Bột giặt công nghệ ION tẩy trắng tối ưu, hòa tan nhanh, 4 trong 1 (sạch sâu, thơm lâu, dịu nhẹ, tiết kiệm); PANO là Bột giặt & Nước giặt cảm xúc với công nghệ khử mùi VEILEX và 5 lựa chọn hương theo màu (Đỏ, Xanh, Hồng, Cam, Tím). Bạn ưu tiên làm sạch sâu, thơm lâu hay dịu nhẹ tiết kiệm để mình gợi ý cụ thể hơn ạ?",90,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|laundry_comparison,,
True,ZeO/PANO/Oplus,product,zeo_product_group_clarification,Có sản phẩm nào không?;Bên mình có gì bán?;Shop có những nhóm nào?;Có những loại sản phẩm nào?;Tôi muốn xem nhóm sản phẩm;co san pham nao ko;ben minh co gi ban;shop co nhung nhom nao;co nhung loai nao;sp nào vậy shop;có sp nào không;bên mình có dòng sp nào;co sp nao khong;ben minh co dong sp nao,"Dạ ZeO Vietnam hiện có 4 nhóm sản phẩm chính: 1. Giặt giũ (Bột giặt ZeO/Oplus, Bột giặt & Nước giặt PANO); 2. Nước rửa chén (ZeO/ZIF, PANO Chanh, PANO Vitamin E, Oplus); 3. Nước lau sàn (ZeO, Oplus đậm đặc 2X); 4. Tẩy rửa vệ sinh (Javen, Tẩy Toilet, Tẩy màu, Lau kính & Xịt tẩy đa năng PANO). Bạn đang quan tâm nhóm nào để mình gửi thông tin phù hợp nha?",95,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|groups_clarification,,
True,ZeO/PANO/Oplus,product,zeo_fabric_softener_unverified,Có nước xả vải không?;ZeO có nước xả vải không?;PANO có nước xả vải không?;Shop có bán nước xả không?;Có fabric softener không?;nuoc xa vai co khong;zeo co xa vai khong;pano co nuoc xa vai k,"Dạ hiện tại thương hiệu chưa có thông tin chính thức về dòng nước xả vải riêng. Các sản phẩm giặt giũ của ZeO, PANO và Oplus đều đã được tích hợp công nghệ lưu hương nước hoa cao cấp bền lâu. Admin ZeO sẽ kiểm tra thêm nếu bạn cần xác nhận sản phẩm này nha.",70,zeo_brand_bible_docx_v1,2026-08-17 00:00:00,customer,direct,low,product|fabric_softener_unverified,,
